,health_worker_id,num_datapoints
3794,22863,3
3795,21406,2
3796,17298,5
3797,9525,3
3798,22669,2
3799,14227,1
3800,16132,4
3801,12326,4
3802,22358,2
3803,19978,1
3804,23949,6
3805,22908,6
3806,8769,1
3807,22573,3
3808,11437,2
3809,16898,1
3810,4313,4
3811,6240,4
3812,23018,5
3813,23617,2
3814,23772,1
3815,13782,1
3816,17351,1
3817,11300,1
3818,19669,1
3819,8651,1
3820,21794,5
3821,13146,3
3822,3248,1
3823,4732,4
3824,12369,4
3825,25932,2
3826,26088,5
3827,23713,1
3828,8373,2
3829,27251,1
3830,8369,6
3831,13674,1
3832,27447,2
3833,22284,2
3834,24261,2
3835,6172,4
3836,26474,5
3837,17229,3
3838,22000,4
3839,21272,2
3840,4373,3
3841,18670,2
3842,14832,5
3843,14114,2
3844,24298,3
3845,19093,3
3846,4872,6
3847,17816,2
3848,27240,3
3849,24102,1
3850,17013,3
3851,9877,3
3852,22264,2
3853,6443,5
3854,10910,2
3855,2983,1
3856,10271,1
3857,9894,1
3858,9122,1
3859,10893,3
3860,12264,6
3861,14732,1
3862,12631,1
3863,15617,1
3864,9113,2
3865,4506,1
3866,17200,2
3867,2960,2
3868,7268,1
3869,4882,3
3870,18009,1
3871,3758,3
3872,11459,6
3873,19316,1
3874,14147,2
3875,15973,1
3876,14787,2
3877,11752,1
3878,12337,1
3879,17328,5
3880,17090,1
3881,19806,2
3882,9734,3
3883,16519,1
3884,23253,4
3885,14721,1
3886,21451,6
3887,16516,1
3888,5240,3
3889,19683,2
3890,23540,1
3891,22499,4
3892,9788,2
3893,2899,1
3894,24761,1
3895,21297,4
3896,19959,2
3897,11549,1
3898,6929,2
3899,5438,3
3900,26966,3
3901,24068,2
3902,16462,2
3903,22954,5
3904,22479,1
3905,12731,3
3906,8977,2
3907,24968,1
3908,6976,4
3909,4067,1
3910,1963,1
3911,8962,3
3912,5820,4
3913,2808,4
3914,6991,1
3915,5943,1
3916,9358,2
3917,11872,2
3918,4005,2
3919,8180,2
3920,4848,4
3921,14510,4
3922,6260,1
3923,4309,3
3924,14361,1
3925,15342,2
3926,15993,3
3927,11770,6
3928,14850,2
3929,9210,3
3930,6534,1
3931,5295,4
3932,2585,1
3933,5216,4
3934,10401,4
3935,3118,1
3936,19105,1
3937,16297,1
3938,20683,1
3939,20428,5
3940,5398,1
3941,15073,6
3942,3763,1
3943,16836,1
3944,18856,1
3945,16688,4
3946,12704,1
3947,19089,2
3948,13833,1
3949,19599,3
3950,16982,1
3951,6989,2
3952,3620,1
3953,8357,1
3954,10751,1
3955,18955,1
3956,9866,1
3957,21038,1
3958,21757,4
3959,5239,1
3960,16829,2
3961,9157,5
3962,16346,1
3963,2688,5
3964,27381,2
3965,14470,1
3966,11817,3
3967,13922,4
3968,21140,4
3969,9301,3
3970,16336,2
3971,21933,5
3972,23307,4
3973,22977,3
3974,4600,2
3975,16676,1
3976,8436,5
3977,2907,1
3978,23552,2
3979,3464,2
3980,15892,3
3981,20027,1
3982,14453,1
3983,16851,1
3984,19072,1
3985,3976,3
3986,6780,4
3987,10976,1
3988,24126,1
3989,16104,1
3990,2204,1
3991,23309,2
3992,24384,2
3993,22730,5
3994,19657,1
3995,13794,6
3996,27246,1
3997,24941,2
3998,6940,1
3999,27489,3
4000,25423,5
4001,28004,5
4002,23235,1
4003,26349,4
4004,28283,5
4005,1323,3
4006,16864,1
4007,2431,1
4008,27136,1
4009,28756,2
4010,11441,2
4011,16460,4
4012,22791,3
4013,14067,3
4014,13209,4
4015,17313,3
4016,21772,4
4017,21678,2
4018,12501,2
4019,4338,2
4020,27513,5
4021,6100,2
4022,3175,5
4023,1367,5
4024,13620,1
4025,11749,6
4026,2208,3
4027,9429,1
4028,12424,2
4029,4311,1
4030,15448,4
4031,5185,4
4032,12251,1
4033,7003,1
4034,4940,3
4035,5372,1
4036,9463,1
4037,9847,1
4038,11944,3
4039,16714,4
4040,12637,5
4041,12130,6
4042,15496,4
4043,13346,5
4044,14424,1
4045,11783,4
4046,17878,1
4047,6066,2
4048,13298,3
4049,6673,3
4050,2274,2
4051,17847,3
4052,16610,2
4053,9004,3
4054,1432,4
4055,16515,1
4056,9397,1
4057,14770,5
4058,14095,3
4059,18343,2
4060,18415,2
4061,7280,2
4062,16936,1
4063,6178,1
4064,16218,3
4065,19380,1
4066,20012,2
4067,6144,1
4068,17515,1
4069,13313,1
4070,19520,1
4071,20487,3
4072,8403,4
4073,17474,1
4074,20076,1
4075,2034,1
4076,19730,2
4077,3975,1
4078,12661,2
4079,5750,1
4080,12354,1
4081,19033,2
4082,19278,3
4083,21084,5
4084,16344,2
4085,22269,1
4086,4710,1
4087,19426,1
4088,22238,3
4089,6226,3
4090,22275,5
4091,17479,2
4092,23661,2
4093,14799,1
4094,23418,6
4095,2508,1
4096,19973,4
4097,4627,2
4098,22764,5
4099,5352,1
4100,19627,1
4101,13109,3
4102,21671,2
4103,6883,2
4104,16752,1
4105,4429,1
4106,20921,3
4107,22446,1
4108,243,3
4109,17049,1
4110,6803,2
4111,26031,4
4112,22848,1
4113,26484,5
4114,22064,2
4115,15120,2
4116,25556,1
4117,26082,3
4118,25858,3
4119,27076,2
4120,26065,1
4121,3580,1
4122,24995,1
4123,17597,2
4124,815,1
4125,27829,2
4126,18961,5
4127,23145,2
4128,28675,4
4129,23811,2
4130,11022,5
4131,13971,2
4132,26069,3
4133,15781,2
4134,28267,1
4135,19174,3
4136,18451,1
4137,13046,3
4138,25936,2
4139,19537,1
4140,15747,1
4141,20916,1
4142,3345,1
4143,7066,1
4144,3609,2
4145,27784,2
4146,23957,3
4147,9318,1
4148,9110,6
4149,626,2
4150,2045,1
4151,4770,1
4152,2396,1
4153,14347,2
4154,3268,1
4155,12476,1
4156,2663,4
4157,2683,1
4158,4747,1
4159,5226,2
4160,13814,2
4161,5519,4
4162,12936,1
4163,14823,1
4164,12296,2
4165,14550,1
4166,15867,4
4167,3745,3
4168,9921,1
4169,3491,1
4170,2597,5
4171,4392,4
4172,5620,1
4173,13615,2
4174,16865,1
4175,4154,1
4176,11524,3
4177,2673,6
4178,17301,1
4179,17908,1
4180,13791,1
4181,15757,1
4182,7023,3
4183,14731,3
4184,6691,4
4185,7277,4
4186,9775,1
4187,16761,1
4188,6900,1
4189,17317,3
4190,16328,1
4191,9312,1
4192,11476,1
4193,16673,1
4194,8305,4
4195,16162,1
4196,19069,2
4197,7213,2
4198,13088,3
4199,2269,1
4200,14738,3
4201,6518,1
4202,6449,2
4203,14312,1
4204,9366,1
4205,18236,3
4206,2837,4
4207,6565,1
4208,20436,1
4209,6042,4
4210,7209,1
4211,17468,1
4212,7262,4
4213,14477,2
4214,21707,3
4215,9912,1
4216,24008,1
4217,11198,4
4218,6724,1
4219,12915,5
4220,14229,5
4221,21590,5
4222,21815,3
4223,21910,1
4224,6864,3
4225,5983,1
4226,10353,2
4227,10172,4
4228,16856,1
4229,15669,1
4230,2693,1
4231,22477,3
4232,13565,1
4233,9168,4
4234,24463,2
4235,21773,1
4236,21919,2
4237,24207,1
4238,12385,4
4239,22772,6
4240,2722,1
4241,21577,6
4242,21514,1
4243,5318,1
4244,26881,1
4245,5014,1
4246,20552,5
4247,21691,3
4248,22877,2
4249,9690,4
4250,13356,1
4251,9566,1
4252,22637,1
4253,15429,1
4254,24702,5
4255,27917,2
4256,26591,2
4257,20976,3
4258,27576,2
4259,18393,2
4260,22605,2
4261,21693,1
4262,27394,4
4263,20075,1
4264,4594,3
4265,16511,1
4266,6616,1
4267,5290,4
4268,27619,1
4269,22715,1
4270,27228,3
4271,14991,2
4272,23153,3
4273,6618,4
4274,14323,4
4275,26438,1
4276,20827,1
4277,19691,4
4278,5314,2
4279,10469,2
4280,4426,5
4281,1874,1
4282,4221,2
4283,1420,6
4284,3302,4
4285,3591,5
4286,12864,2
4287,13029,3
4288,11103,3
4289,8269,1
4290,3545,4
4291,10214,1
4292,8483,1
4293,409,6
4294,6462,2
4295,15869,4
4296,14761,2
4297,9553,1
4298,13005,1
4299,14648,2
4300,2417,2
4301,2376,1
4302,4760,2
4303,5726,4
4304,12859,2
4305,9699,5
4306,14765,1
4307,2505,1
4308,12207,2
4309,13008,4
4310,12790,1
4311,18141,1
4312,13274,4
4313,15648,3
4314,16729,2
4315,12579,1
4316,12408,5
4317,7699,5
4318,13940,4
4319,7514,1
4320,14429,2
4321,2911,1
4322,19829,1
4323,20398,4
4324,14368,2
4325,7819,1
4326,13311,2
4327,5915,3
4328,20685,3
4329,9773,1
4330,9908,2
4331,12075,1
4332,5108,1
4333,4513,1
4334,8194,2
4335,19062,1
4336,13432,6
4337,13986,1
4338,2767,4
4339,20449,3
4340,19702,1
4341,19086,3
4342,13955,2
4343,5087,1
4344,19923,1
4345,22906,2
4346,2638,1
4347,16211,3
4348,22021,3
4349,18280,1
4350,10899,5
4351,24400,5
4352,2620,1
4353,22899,1
4354,2493,1
4355,8416,1
4356,2467,1
4357,19868,3
4358,16398,1
4359,16438,1
4360,17209,1
4361,19002,1
4362,14131,1
4363,7455,2
4364,24562,4
4365,7488,1
4366,4037,2
4367,21208,4
4368,13302,4
4369,21858,5
4370,13539,1
4371,20605,5
4372,11719,1
4373,25966,1
4374,22697,4
4375,6472,1
4376,15958,2
4377,15608,2
4378,6932,3
4379,12917,2
4380,27399,3
4381,7913,4
4382,24227,4
4383,10481,2
4384,27899,2
4385,26899,3
4386,6126,5
4387,17547,4
4388,28082,2
4389,20305,2
4390,25993,2
4391,27434,4
4392,5392,3
4393,18984,1
4394,4015,3
4395,20984,2
4396,25746,2
4397,19510,1
4398,13603,1
4399,2756,6
4400,4687,1
4401,25988,1
4402,12020,4
4403,1972,1
4404,2004,5
4405,4350,4
4406,3330,2
4407,16517,4
4408,10318,3
4409,9616,2
4410,10003,2
4411,11519,1
4412,2703,1
4413,11769,1
4414,2023,2
4415,4842,1
4416,12998,1
4417,5949,2
4418,2473,1
4419,14362,2
4420,14176,3
4421,6304,3
4422,14729,1
4423,15866,2
4424,1886,1
4425,11908,3
4426,12517,5
4427,8691,2
4428,11209,1
4429,11984,3
4430,17516,2
4431,12974,4
4432,4675,3
4433,12069,4
4434,4216,1
4435,18539,3
4436,16867,1
4437,13855,2
4438,17158,2
4439,15800,1
4440,10383,1
4441,8071,5
4442,13684,1
4443,1885,1
4444,17543,1
4445,18775,1
4446,13269,1
4447,11813,3
4448,14726,1
4449,17599,1
4450,19756,2
4451,12909,1
4452,14741,2
4453,16754,1
4454,13617,1
4455,18824,4
4456,18544,5
4457,2609,1
4458,3416,1
4459,15850,2
4460,19568,4
4461,20733,1
4462,20736,2
4463,6855,1
4464,19685,1
4465,18625,3
4466,23608,2
4467,2416,5
4468,5996,5
4469,14808,2
4470,2339,4
4471,7115,5
4472,19739,1
4473,21673,6
4474,24237,1
4475,16893,1
4476,12840,2
4477,10793,2
4478,9191,4
4479,2951,5
4480,24223,2
4481,5401,3
4482,26132,2
4483,25935,1
4484,12589,2
4485,22753,1
4486,5763,1
4487,9217,1
4488,7021,3
4489,10499,2
4490,2765,1
4491,26928,2
4492,14414,6
4493,16465,2
4494,24542,1
4495,14202,1
4496,19832,1
4497,19235,4
4498,19382,3
4499,25980,5
4500,15377,1
4501,21013,3
4502,27623,1
4503,25688,1
4504,23899,1
4505,27045,1
4506,17463,1
4507,18790,1
4508,16348,1
4509,23937,5
4510,17308,1
4511,20689,1
4512,3219,2
4513,17231,1
4514,16245,5
4515,18930,1
4516,7111,5
4517,8692,1
4518,6483,3
4519,4744,1
4520,2128,1
4521,6288,6
4522,10382,1
4523,6860,4
4524,3354,2
4525,10794,1
4526,9864,2
4527,9707,5
4528,4056,1
4529,12535,1
4530,13022,1
4531,14172,1
4532,9037,5
4533,14154,5
4534,3684,1
4535,13170,2
4536,13479,3
4537,5181,1
4538,11129,1
4539,11910,2
4540,12726,3
4541,7827,2
4542,10354,3
4543,23075,2
4544,14242,1
4545,3871,3
4546,8971,1
4547,5301,1
4548,6800,1
4549,11256,1
4550,16260,1
4551,10923,1
4552,11532,5
4553,15258,3
4554,1875,2
4555,13370,1
4556,13584,1
4557,18177,1
4558,16889,4
4559,3528,1
4560,4299,1
4561,17442,1
4562,17959,3
4563,17886,1
4564,19920,1
4565,4541,2
4566,14668,6
4567,19738,1
4568,4321,5
4569,10757,2
4570,12208,1
4571,16106,1
4572,8186,2
4573,12735,2
4574,18420,1
4575,19694,1
4576,18292,1
4577,4244,1
4578,4962,1
4579,9471,1
4580,5517,5
4581,20822,3
4582,12730,2
4583,23077,6
4584,22031,3
4585,15244,2
4586,4924,1
4587,17519,1
4588,17115,2
4589,11530,1
4590,22068,2
4591,19345,3
4592,11715,2
4593,20148,1
4594,19260,2
4595,17565,4
4596,2952,5
4597,4146,1
4598,21783,5
4599,17084,2
4600,23115,2
4601,14555,2
4602,23197,4
4603,5182,1
4604,23534,1
4605,5447,1
4606,16854,1
4607,12276,4
4608,20941,6
4609,1429,1
4610,19687,5
4611,7647,1
4612,11819,4
4613,18865,2
4614,2189,1
4615,2606,1
4616,26285,4
4617,3432,2
4618,12882,1
4619,18786,1
4620,2748,1
4621,20975,2
4622,24112,2
4623,25830,5
4624,27134,2
4625,13018,1
4626,13984,1
4627,24675,1
4628,25117,1
4629,27792,2
4630,26089,4
4631,26804,1
4632,27099,5
4633,22109,1
4634,27793,1
4635,27812,1
4636,15841,4
4637,3553,2
4638,14151,3
4639,21463,2
4640,16213,3
4641,6631,5
4642,7766,5
4643,25767,2
4644,26057,1
4645,6772,1
4646,24147,6
4647,24922,5
4648,10370,2
4649,22223,3
4650,17266,1
4651,17901,4
4652,2894,2
4653,2512,4
4654,1932,3
4655,8230,1
4656,12874,1
4657,1368,5
4658,1372,5
4659,6869,1
4660,12580,1
4661,7148,3
4662,15438,1
4663,4183,5
4664,2664,1
4665,8783,4
4666,1952,1
4667,12140,2
4668,8843,1
4669,9621,1
4670,14810,1
4671,13345,4
4672,2362,2
4673,6047,1
4674,5400,1
4675,14406,2
4676,4153,5
4677,14670,2
4678,7073,1
4679,9828,1
4680,10810,1
4681,5497,4
4682,17567,4
4683,17583,1
4684,4045,1
4685,3218,1
4686,9767,3
4687,17812,2
4688,18800,1
4689,11713,1
4690,21979,4
4691,5373,3
4692,4236,2
4693,16642,1
4694,16467,1
4695,8989,3
4696,7483,1
4697,17513,3
4698,17556,4
4699,16195,3
4700,13793,1
4701,13664,1
4702,16514,1
4703,18946,1
4704,17066,3
4705,24830,1
4706,15577,1
4707,18000,3
4708,16658,1
4709,12806,1
4710,3434,1
4711,8453,1
4712,10963,2
4713,16283,1
4714,21492,3
4715,21337,1
4716,3774,3
4717,5265,1
4718,4645,1
4719,17419,6
4720,9601,2
4721,21434,4
4722,6948,4
4723,24531,1
4724,7271,2
4725,24313,4
4726,13033,1
4727,2789,2
4728,23819,1
4729,18442,5
4730,13158,1
4731,7503,2
4732,27437,3
4733,21134,2
4734,4695,2
4735,24153,4
4736,20567,2
4737,14558,1
4738,15394,1
4739,19601,2
4740,25732,1
4741,14139,1
4742,7314,3
4743,4999,2
4744,8920,4
4745,9455,2
4746,15461,5
4747,13023,4
4748,19822,2
4749,9453,2
4750,7260,4
4751,16255,1
4752,20182,3
4753,21989,1
4754,245,6
4755,26656,1
4756,28050,3
4757,1381,6
4758,18688,2
4759,28614,3
4760,12783,4
4761,27869,1
4762,23592,1
4763,18698,1
4764,7915,2
4765,27741,3
4766,28220,3
4767,27913,2
4768,17853,1
4769,7908,1
4770,21760,5
4771,4752,3
4772,9011,1
4773,10229,2
4774,12868,3
4775,42,2
4776,10946,4
4777,2557,1
4778,5040,1
4779,4693,1
4780,15915,2
4781,13116,1
4782,14939,1
4783,10653,1
4784,11989,1
4785,5617,1
4786,15670,3
4787,16292,2
4788,5406,1
4789,5733,1
4790,3579,2
4791,13129,1
4792,16616,2
4793,6728,2
4794,3504,1
4795,16974,3
4796,20139,1
4797,4741,1
4798,16882,1
4799,13985,1
4800,13246,2
4801,19529,2
4802,19770,1
4803,14723,1
4804,9086,3
4805,16293,1
4806,4308,1
4807,11971,6
4808,17432,4
4809,20857,1
4810,18729,3
4811,15473,1
4812,11629,1
4813,3319,3
4814,11730,6
4815,4831,1
4816,12603,2
4817,19746,1
4818,14434,4
4819,227,4
4820,4656,1
4821,14693,1
4822,12485,1
4823,7804,1
4824,3570,3
4825,18590,1
4826,13613,1
4827,19111,2
4828,14963,2
4829,16798,1
4830,24886,1
4831,2316,3
4832,20029,1
4833,25400,3
4834,9721,1
4835,116,2
4836,24365,4
4837,23010,5
4838,24321,3
4839,24544,2
4840,19589,1
4841,9322,1
4842,15877,4
4843,8875,2
4844,5197,3
4845,26578,3
4846,20302,3
4847,16227,5
4848,22460,3
4849,23096,1
4850,5723,2
4851,4245,1
4852,12451,4
4853,2527,2
4854,19038,5
4855,26034,1
4856,26674,1
4857,20378,1
4858,1315,6
4859,12141,1
4860,21282,1
4861,22594,1
4862,28040,2
4863,22821,3
4864,24012,1
4865,27591,2
4866,25959,2
4867,26337,1
4868,22254,3
4869,18354,2
4870,8884,2
4871,21393,1
4872,16763,2
4873,12010,4
4874,1351,3
4875,25628,3
4876,4018,3
4877,26514,6
4878,27884,2
4879,24322,2
4880,23330,1
4881,7385,4
4882,24127,1
4883,11659,1
4884,6506,2
4885,2319,3
4886,28002,2
4887,27181,3
4888,4509,1
4889,9408,5
4890,23712,3
4891,4968,1
4892,2972,1
4893,3114,3
4894,14540,2
4895,10408,1
4896,9591,4
4897,7310,2
4898,5626,2
4899,3634,1
4900,11396,3
4901,14921,2
4902,14036,1
4903,12335,1
4904,7845,4
4905,15050,1
4906,15332,1
4907,12680,3
4908,13884,4
4909,7966,1
4910,8261,3
4911,4202,1
4912,8100,6
4913,15513,1
4914,10840,1
4915,12027,5
4916,15895,1
4917,14719,1
4918,12630,2
4919,4545,4
4920,19499,2
4921,12619,1
4922,9683,1
4923,12415,3
4924,8743,1
4925,14614,1
4926,5477,1
4927,18006,4
4928,18477,2
4929,19364,3
4930,20210,5
4931,4973,2
4932,5498,5
4933,20252,1
4934,9398,2
4935,5682,4
4936,4812,3
4937,19198,3
4938,15682,1
4939,8856,1
4940,10070,4
4941,4794,1
4942,10194,2
4943,15784,3
4944,5464,5
4945,4548,2
4946,20153,2
4947,16827,2
4948,21512,3
4949,3811,1
4950,19388,3
4951,6353,2
4952,8712,5
4953,20675,1
4954,18381,1
4955,24644,2
4956,11460,1
4957,7207,4
4958,22952,1
4959,6743,3
4960,10141,5
4961,24042,2
4962,118,1
4963,5710,1
4964,23034,3
4965,6350,2
4966,23180,1
4967,5789,1
4968,21991,4
4969,3904,6
4970,7826,1
4971,9410,1
4972,18649,4
4973,22645,2
4974,8872,3
4975,27175,1
4976,22875,1
4977,23894,4
4978,21077,4
4979,7394,3
4980,24432,2
4981,25832,3
4982,12323,2
4983,25060,1
4984,16526,1
4985,23908,1
4986,401,4
4987,8363,1
4988,18966,3
4989,9851,1
4990,11816,1
4991,28444,5
4992,27827,2
4993,21925,6
4994,3462,1
4995,19065,2
4996,17856,5
4997,21593,3
4998,10925,4
4999,13396,2
5000,1941,1
5001,24422,2
5002,7053,5
5003,3367,1
5004,12779,2
5005,14548,2
5006,19837,1
5007,15565,1
5008,26021,3
5009,17029,4
5010,27817,5
5011,14401,1
5012,12749,1
5013,5936,2
5014,2516,4
5015,4512,1
5016,5350,3
5017,6816,6
5018,8117,1
5019,1391,5
5020,9973,2
5021,6670,3
5022,12954,3
5023,9709,3
5024,25129,3
5025,13838,1
5026,12920,1
5027,6254,4
5028,8607,1
5029,14307,3
5030,12820,6
5031,13675,3
5032,3779,5
5033,15609,3
5034,6915,2
5035,9437,1
5036,12658,1
5037,3403,1
5038,14433,2
5039,9843,1
5040,12672,4
5041,1872,1
5042,17569,2
5043,12772,1
5044,10497,1
5045,17099,1
5046,15943,1
5047,16805,5
5048,3526,2
5049,19326,1
5050,20423,3
5051,6592,3
5052,17290,5
5053,16859,1
5054,20876,2
5055,13341,4
5056,1971,1
5057,18755,5
5058,14626,1
5059,19496,1
5060,5102,2
5061,7994,1
5062,18552,6
5063,20073,2
5064,2558,1
5065,16301,5
5066,6291,3
5067,16984,3
5068,4632,1
5069,4771,2
5070,17606,1
5071,12482,1
5072,15155,1
5073,17764,1
5074,19824,1
5075,10213,3
5076,2114,1
5077,22002,5
5078,13301,2
5079,16998,1
5080,3703,1
5081,5518,3
5082,16032,1
5083,13430,1
5084,5571,3
5085,4944,1
5086,4179,2
5087,8035,1
5088,21397,2
5089,20959,1
5090,12646,1
5091,6000,5
5092,21352,3
5093,24557,3
5094,24318,5
5095,17370,1
5096,6371,3
5097,18510,6
5098,26101,1
5099,20469,6
5100,2341,2
5101,6597,2
5102,24717,2
5103,6812,2
5104,24796,2
5105,26599,3
5106,14544,2
5107,27095,3
5108,27158,3
5109,5745,2
5110,4125,5
5111,13600,4
5112,2948,1
5113,6677,1
5114,7553,5
5115,28358,3
5116,12843,5
5117,27818,1
5118,22366,1
5119,9491,1
5120,15525,1
5121,26882,1
5122,6215,4
5123,6390,5
5124,27525,3
5125,6486,2
5126,2191,1
5127,26004,1
5128,7741,1
5129,3276,1
5130,4460,4
5131,5454,1
5132,12556,2
5133,12835,5
5134,12547,1
5135,3967,5
5136,2902,1
5137,9759,6
5138,13502,5
5139,12324,4
5140,13153,2
5141,14734,2
5142,2932,2
5143,15188,1
5144,15027,1
5145,14009,5
5146,1979,1
5147,16052,4
5148,11656,1
5149,7590,1
5150,17205,2
5151,17499,4
5152,5441,1
5153,8775,1
5154,12300,2
5155,12210,2
5156,17456,1
5157,14937,1
5158,17814,1
5159,18306,2
5160,14758,1
5161,12050,3
5162,14336,1
5163,19745,1
5164,5279,3
5165,11976,1
5166,20551,6
5167,5482,2
5168,12395,4
5169,19413,1
5170,13840,1
5171,17147,1
5172,13890,1
5173,2641,2
5174,11188,1
5175,2462,1
5176,20144,1
5177,3076,1
5178,20616,1
5179,6552,2
5180,17294,3
5181,23634,1
5182,16654,3
5183,16830,4
5184,7650,2
5185,3600,3
5186,4407,4
5187,14320,1
5188,19857,1
5189,15883,3
5190,20361,1
5191,15954,4
5192,5196,2
5193,26092,1
5194,12146,1
5195,24716,2
5196,22241,3
5197,26680,4
5198,2435,1
5199,24825,5
5200,24565,4
5201,20380,1
5202,3710,2
5203,24073,2
5204,25319,2
5205,15623,1
5206,20219,4
5207,17773,1
5208,10977,1
5209,14373,3
5210,19523,3
5211,18847,2
5212,14267,1
5213,13466,1
5214,14634,6
5215,22740,1
5216,4072,4
5217,23940,4
5218,2292,2
5219,27785,2
5220,28329,3
5221,19085,2
5222,25781,4
5223,5243,1
5224,3852,1
5225,7212,1
5226,14351,2
5227,24655,3
5228,22798,4
5229,26943,3
5230,6548,1
5231,24950,4
5232,20008,1
5233,22959,3
5234,5413,3
5235,1342,5
5236,7395,2
5237,12034,1
5238,27435,1
5239,4867,2
5240,12472,2
5241,2147,1
5242,12565,1
5243,8321,3
5244,9761,1
5245,12895,1
5246,26456,2
5247,8527,3
5248,13148,4
5249,13075,1
5250,13878,1
5251,13787,2
5252,14520,1
5253,15271,2
5254,5828,5
5255,15405,3
5256,9216,2
5257,2644,1
5258,3995,1
5259,3856,5
5260,12771,1
5261,3425,2
5262,16062,3
5263,7350,2
5264,4680,3
5265,17833,1
5266,6783,1
5267,17264,4
5268,4781,1
5269,6222,1
5270,15370,2
5271,3327,1
5272,9713,3
5273,14685,1
5274,19476,1
5275,6186,5
5276,7320,1
5277,19610,3
5278,2502,1
5279,12611,2
5280,15694,2
5281,16425,2
5282,18227,2
5283,19293,3
5284,3668,1
5285,17145,1
5286,12651,1
5287,16758,4
5288,6563,6
5289,12237,2
5290,17221,5
5291,19438,1
5292,21299,1
5293,14244,4
5294,2360,2
5295,8826,1
5296,12941,5
5297,7330,1
5298,8822,4
5299,12463,2
5300,18536,5
5301,14499,2
5302,14072,2
5303,5466,3
5304,10605,1
5305,13064,6
5306,23615,3
5307,7349,1
5308,14384,4
5309,20137,1
5310,8756,5
5311,25723,2
5312,21049,5
5313,24832,4
5314,10779,1
5315,21427,1
5316,22974,1
5317,2730,1
5318,24495,5
5319,23313,4
5320,2286,3
5321,26704,2
5322,25292,4
5323,6628,3
5324,21894,1
5325,24905,2
5326,12378,1
5327,5880,3
5328,13743,4
5329,25221,1
5330,24928,1
5331,25009,2
5332,18915,1
5333,17166,2
5334,22902,2
5335,6403,5
5336,23474,1
5337,2605,1
5338,26611,2
5339,13323,1
5340,28005,2
5341,6392,2
5342,27862,4
5343,28748,2
5344,21259,5
5345,15122,1
5346,17698,1
5347,15861,1
5348,16708,2
5349,13140,4
5350,17460,4
5351,2299,2
5352,8066,5
5353,8906,5
5354,5280,3
5355,5506,5
5356,10012,2
5357,12252,1
5358,13367,1
5359,8488,2
5360,2892,1
5361,12810,5
5362,8362,2
5363,4911,1
5364,11615,2
5365,10549,1
5366,12595,1
5367,14752,1
5368,13767,6
5369,13165,3
5370,13231,1
5371,14013,1
5372,14144,6
5373,15286,3
5374,6737,4
5375,8118,2
5376,11033,5
5377,3442,1
5378,15984,4
5379,15214,2
5380,7248,1
5381,4376,1
5382,13566,5
5383,7932,3
5384,10022,1
5385,14254,1
5386,3813,4
5387,19780,2
5388,10492,4
5389,15690,2
5390,9703,6
5391,2359,1
5392,7345,2
5393,19975,2
5394,3559,3
5395,24098,3
5396,11142,3
5397,4505,1
5398,13521,1
5399,7528,3
5400,7738,5
5401,18287,2
5402,12828,1
5403,12995,2
5404,7102,1
5405,21293,1
5406,12663,1
5407,12686,1
5408,16556,1
5409,2313,1
5410,18238,1
5411,4579,1
5412,19507,5
5413,3529,1
5414,2797,5
5415,18003,2
5416,12489,3
5417,8296,1
5418,21857,1
5419,5730,1
5420,2642,1
5421,20709,1
5422,3888,1
5423,18320,5
5424,16942,2
5425,16833,1
5426,13395,1
5427,21960,5
5428,18198,1
5429,21262,3
5430,20317,1
5431,18456,5
5432,9412,3
5433,16843,1
5434,3284,2
5435,23537,1
5436,22432,1
5437,25285,1
5438,13482,4
5439,22028,2
5440,14416,1
5441,3812,1
5442,24442,5
5443,23921,5
5444,12566,2
5445,16375,2
5446,13122,1
5447,2566,2
5448,24532,1
5449,20427,1
5450,9899,2
5451,4551,4
5452,16886,3
5453,7240,1
5454,12880,1
5455,8192,3
5456,21487,3
5457,20958,1
5458,26856,4
5459,7623,1
5460,25403,2
5461,19336,4
5462,20962,3
5463,4846,1
5464,16034,1
5465,2430,1
5466,15337,1
5467,22659,1
5468,8708,1
5469,26969,3
5470,4337,4
5471,16816,1
5472,26940,2
5473,28385,2
5474,24566,3
5475,26267,4
5476,27714,3
5477,8879,3
5478,28723,3
5479,13161,1
5480,18551,4
5481,17444,2
5482,17573,1
5483,12539,2
5484,26900,4
5485,19634,2
5486,17027,1
5487,25905,4
5488,28101,2
5489,17446,1
5490,24837,3
5491,18783,2
5492,11959,2
5493,27538,4
5494,13154,2
5495,12110,1
5496,13288,1
5497,7114,1
5498,15139,2
5499,15090,1
5500,8917,5
5501,5562,3
5502,2649,1
5503,5212,5
5504,6009,2
5505,3658,1
5506,16225,4
5507,11734,1
5508,15704,1
5509,15068,6
5510,18508,2
5511,17334,4
5512,18995,4
5513,17402,2
5514,5744,1
5515,4389,1
5516,16776,1
5517,17342,1
5518,18841,2
5519,7036,3
5520,16813,3
5521,23222,1
5522,2459,3
5523,12503,2
5524,24552,1
5525,20598,4
5526,23597,1
5527,26430,2
5528,21607,2
5529,23626,2
5530,25273,1
5531,22896,2
5532,26024,1
5533,23059,2
5534,12193,4
5535,17614,5
5536,5587,3
5537,10557,1
5538,11565,1
5539,7086,1
5540,12100,1
5541,10640,1
5542,12942,2
