,health_worker_id,num_datapoints
1007,2328,1
1008,2111,2
1009,4359,5
1010,2379,4
1011,1710,2
1012,8085,1
1013,7613,6
1014,6368,1
1015,4445,2
1016,5426,2
1017,9222,1
1018,8732,5
1019,2287,2
1020,4523,5
1021,6458,7
1022,10463,2
1023,4919,3
1024,1421,7
1025,7180,2
1026,2700,3
1027,4139,4
1028,6307,5
1029,2260,2
1030,4448,2
1031,8134,2
1032,8248,1
1033,4678,6
1034,5262,1
1035,1363,6
1036,4767,1
1037,2428,3
1038,2046,4
1039,1931,1
1040,2288,4
1041,2413,1
1042,3886,2
1043,3960,1
1044,2077,4
1045,3352,4
1046,4266,1
1047,4796,2
1048,3949,2
1049,5193,2
1050,2531,1
1051,8156,2
1052,2320,3
1053,4435,5
1054,7031,7
1055,8535,1
1056,4163,1
1057,2059,2
1058,3368,1
1059,3405,1
1060,3992,3
1061,6356,1
1062,2334,3
1063,7339,5
1064,3872,2
1065,6005,3
1066,5720,2
1067,6093,2
1068,8594,1
1069,3978,6
1070,9396,2
1071,8941,2
1072,6123,1
1073,2037,3
1074,8191,3
1075,3002,1
1076,5393,1
1077,6311,4
1078,373,6
1079,5269,1
1080,8629,1
1081,671,7
1082,1942,2
1083,2029,3
1084,1868,4
1085,2593,6
1086,2143,2
1087,2051,4
1088,2542,1
1089,762,2
1090,3981,5
1091,4679,3
1092,3765,2
1093,2117,2
1094,6027,1
1095,4424,2
1096,5805,3
1097,3402,4
1098,7961,1
1099,4379,2
1100,7389,2
1101,3398,2
1102,3787,2
1103,7133,6
1104,2896,2
1105,4483,4
1106,6373,7
1107,5078,5
1108,9335,4
1109,4591,2
1110,6838,2
1111,4068,2
1112,1879,3
1113,7524,1
1114,7285,6
1115,9641,3
1116,2635,3
1117,3808,4
1118,5948,5
1119,3626,1
1120,4886,1
1121,4406,1
1122,5645,4
1123,7946,3
1124,4898,1
1125,2441,3
1126,2257,1
1127,1871,1
1128,6538,3
1129,1412,3
1130,2587,3
1131,2790,1
1132,2592,3
1133,4529,1
1134,2131,2
1135,5179,1
1136,2708,2
1137,2079,2
1138,5442,4
1139,6101,2
1140,4814,1
1141,6166,6
1142,5813,4
1143,7561,3
1144,2389,3
1145,4800,2
1146,6205,5
1147,10374,1
1148,8146,5
1149,10316,2
1150,6611,4
1151,10534,4
1152,4240,4
1153,3535,2
1154,4162,2
1155,5857,1
1156,2221,2
1157,8286,3
1158,1312,7
1159,2058,2
1160,2338,3
1161,2496,4
1162,2651,4
1163,2588,4
1164,2070,4
1165,1944,4
1166,2741,2
1167,3985,3
1168,3752,2
1169,1896,2
1170,4220,1
1171,5071,2
1172,2091,2
1173,4952,6
1174,5475,3
1175,4839,2
1176,95,4
1177,4917,4
1178,5386,2
1179,5437,2
1180,4400,2
1181,7947,5
1182,4356,2
1183,5933,2
1184,5429,2
1185,3622,2
1186,1962,3
1187,4723,1
1188,4840,5
1189,2439,5
1190,4044,2
1191,7585,3
1192,7383,2
1193,7063,5
1194,3683,3
1195,8404,2
1196,1978,2
1197,4151,2
1198,6159,2
1199,5662,3
1200,7538,1
1201,6388,2
1202,5125,5
1203,8675,3
1204,9485,1
1205,2383,1
1206,4510,1
1207,1335,5
1208,2384,2
1209,2414,1
1210,1946,4
1211,2764,5
1212,3655,3
1213,2378,1
1214,4520,3
1215,4681,2
1216,5327,1
1217,1987,2
1218,3479,2
1219,2386,2
1220,2124,4
1221,7476,2
1222,4074,2
1223,5827,1
1224,2705,5
1225,3807,4
1226,9932,3
1227,6747,3
1228,1468,7
1229,4377,3
1230,10185,3
1231,2418,1
1232,6274,3
1233,4838,2
1234,2563,3
1235,6903,5
1236,5188,4
1237,7085,2
1238,5320,6
1239,7883,5
1240,5803,3
1241,4900,1
1242,6430,1
1243,4630,6
1244,7634,5
1245,8538,1
1246,159,7
1247,3184,2
1248,3977,2
1249,5316,3
1250,1341,5
1251,1928,3
1252,1375,5
1253,3577,2
1254,2753,3
1255,2397,4
1256,4436,2
1257,4994,6
1258,5039,4
1259,5458,3
1260,5666,1
1261,4862,2
1262,6571,1
1263,5061,2
1264,2027,2
1265,2321,2
1266,3110,3
1267,8666,3
1268,4841,6
1269,7607,3
1270,6078,1
1271,7108,2
1272,8126,1
1273,4201,4
1274,2050,1
1275,5096,2
1276,9379,1
1277,1883,5
1278,3573,2
1279,6645,1
1280,10473,2
1281,4657,2
1282,4194,2
1283,4028,2
1284,4013,2
1285,4696,2
1286,2594,1
1287,1567,1
1288,4452,2
1289,8105,1
1290,8828,3
1291,8170,1
1292,4702,4
1293,2171,2
1294,2000,2
1295,1898,4
1296,2078,5
1297,1977,2
1298,2280,1
1299,3420,3
1300,2499,3
1301,3603,3
1302,2478,5
1303,5367,5
1304,2295,2
1305,4857,2
1306,3029,4
1307,4292,2
1308,3842,1
1309,3806,4
1310,2772,2
1311,2233,1
1312,8582,3
1313,3351,4
1314,2575,2
1315,3756,2
1316,5012,2
1317,5000,2
1318,3866,5
1319,10350,3
1320,10390,1
1321,2689,3
1322,6026,3
1323,5922,5
1324,436,6
1325,3052,6
1326,5765,2
1327,2014,2
1328,8626,2
1329,1419,5
1330,5793,3
1331,2811,2
1332,4200,1
1333,3124,2
1334,8030,2
1335,10295,2
1336,5085,4
1337,7868,3
1338,2183,2
1339,6365,6
1340,291,3
1341,1339,6
1342,149,4
1343,3902,1
1344,2031,1
1345,2241,1
1346,6675,1
1347,7156,6
1348,3983,2
1349,6217,5
1350,4807,4
1351,3341,2
1352,5651,3
1353,9251,4
1354,7141,2
1355,5624,1
1356,6841,1
1357,2381,1
1358,4490,1
1359,2893,5
1360,8653,1
1361,5439,2
1362,4518,1
1363,5036,3
1364,2259,1
1365,8270,2
1366,4963,5
1367,4818,6
1368,4113,1
1369,4638,4
1370,2244,5
1371,1982,4
1372,6243,1
1373,3493,1
1374,9388,1
1375,8902,1
1376,6206,1
1377,8379,2
1378,6424,3
1379,10195,3
1380,6700,2
1381,5975,2
1382,2049,1
1383,2382,3
1384,2485,6
1385,7482,1
1386,9500,2
1387,10312,1
1388,6118,1
1389,5167,5
1390,6466,7
1391,6520,2
1392,5114,1
1393,8860,1
1394,4961,1
1395,6401,3
1396,6599,2
1397,7243,3
1398,9175,2
1399,3595,7
1400,5403,3
1401,3990,4
1402,8283,1
1403,9816,1
1404,5853,1
1405,3193,1
1406,4843,1
1407,4100,1
1408,2132,5
1409,2033,2
1410,6881,7
1411,3581,2
1412,9916,3
1413,4864,7
1414,10574,1
1415,5083,5
1416,2177,2
1417,1340,7
1418,2237,1
1419,3602,2
1420,6644,1
1421,7953,1
1422,7397,7
1423,4256,6
1424,1949,3
1425,1723,3
1426,4242,3
1427,6867,1
1428,3796,1
1429,10593,2
1430,4585,1
1431,8237,1
1432,10505,1
1433,9186,1
1434,6052,7
1435,8062,1
1436,9119,2
1437,2247,3
1438,1995,1
1439,2148,3
1440,8764,4
1441,7646,3
1442,5579,2
1443,1716,1
1444,4235,3
1445,5421,1
1446,7439,2
1447,1997,2
1448,4148,5
1449,8227,1
1450,3715,2
1451,3720,5
1452,5192,1
1453,2252,2
1454,5479,2
1455,3080,1
1456,7274,2
1457,5775,1
1458,5355,7
1459,6408,6
1460,3912,5
1461,5818,3
1462,3748,3
1463,8861,2
1464,3585,3
1465,8836,2
1466,3924,3
1467,7055,5
1468,959,2
1469,8613,1
1470,8434,1
1471,7522,5
1472,5221,1
1473,3543,1
1474,6715,3
1475,7461,1
1476,3288,2
1477,4801,6
1478,3681,2
1479,2905,4
1480,5075,2
1481,7187,3
1482,5836,5
1483,4559,2
1484,4230,5
1485,2138,1
1486,4553,1
1487,2904,1
1488,1805,1
1489,3358,1
1490,3857,1
1491,3533,3
1492,7584,1
1493,2351,2
1494,4791,3
1495,9000,1
1496,1760,1
1497,6583,2
1498,5696,5
1499,3208,2
1500,1759,1
1501,2057,2
1502,6456,2
1503,4323,2
1504,6297,4
1505,4733,1
1506,2759,1
1507,2579,2
1508,4556,1
1509,4025,1
1510,4492,1
1511,2032,2
1512,3915,4
1513,6003,3
1514,7065,1
1515,6683,2
1516,7312,5
1517,2570,1
1518,1092,1
1519,10187,3
1520,8746,5
1521,2676,1
1522,9971,2
1523,6043,2
1524,8266,5
1525,4602,2
1526,582,1
1527,3921,1
1528,3517,5
1529,4058,6
1530,7441,3
1531,6961,5
1532,9244,5
1533,7652,1
1534,6095,2
1535,10235,7
1536,5070,6
1537,2674,1
1538,4649,2
1539,2715,2
1540,2315,2
1541,3478,2
1542,10339,4
1543,4145,2
1544,5732,1
1545,3514,1
1546,8190,4
1547,6966,4
1548,2702,6
1549,2240,2
1550,8555,2
1551,2366,1
1552,3894,3
1553,5753,3
1554,4655,2
1555,6983,3
1556,5578,5
1557,7771,1
1558,5541,1
1559,8388,5
1560,8290,4
1561,2725,4
1562,3183,1
1563,2697,2
1564,10485,2
1565,5767,4
1566,3892,2
1567,5610,5
1568,3601,1
1569,5840,5
1570,5232,4
1571,8852,2
1572,6741,2
1573,5211,2
1574,3730,6
1575,6624,1
1576,3003,2
1577,106,2
1578,5138,3
1579,3418,5
1580,4996,6
1581,1943,6
1582,3805,2
1583,2920,6
1584,10286,2
1585,8045,6
1586,4729,1
1587,8390,2
1588,8386,3
1589,3855,1
1590,4717,1
1591,3682,6
1592,8616,2
1593,4926,1
1594,6688,1
1595,6418,6
1596,2445,1
1597,5810,3
1598,7988,1
1599,4956,1
1600,2096,1
1601,8702,5
1602,1937,4
1603,5806,3
1604,7463,4
1605,7806,2
1606,6376,1
1607,4394,3
1608,2475,2
1609,3578,2
1610,1947,3
1611,3000,1
1612,3195,7
1613,3321,5
1614,8240,1
1615,8451,4
1616,6344,2
1617,8678,2
1618,3499,4
1619,2369,1
1620,2342,3
1621,6953,4
1622,3026,3
1623,3166,3
1624,1693,1
1625,8677,1
1626,5908,1
1627,4850,5
1628,3240,3
1629,2886,3
1630,6417,2
1631,1750,1
1632,2987,4
1633,2884,5
1634,7834,7
1635,2149,5
1636,3841,2
1637,3136,5
1638,8660,1
1639,4091,4
1640,2541,2
1641,4383,2
1642,4728,6
1643,4826,4
1644,2706,6
1645,2444,5
1646,7610,3
1647,4651,3
1648,4208,1
1649,9985,4
1650,7832,6
1651,2457,2
1652,5337,3
1653,1929,5
1654,7570,3
1655,4098,3
1656,2458,3
1657,2186,3
1658,7606,1
1659,8295,5
1660,1749,1
1661,1861,1
1662,3230,6
1663,8636,5
1664,5172,2
1665,2159,2
1666,3761,1
1667,5023,4
1668,3665,4
1669,1862,1
1670,6643,5
1671,2720,2
1672,4827,2
1673,5145,1
1674,4870,1
1675,6153,3
1676,5126,4
1677,2331,2
1678,1994,1
1679,7881,5
1680,6232,4
1681,5027,2
1682,1356,3
1683,8420,3
1684,6809,4
1685,6892,5
1686,4241,3
1687,2966,1
1688,7843,3
1689,7292,3
1690,5527,4
1691,8612,2
1692,4031,5
1693,1349,4
1694,4853,2
1695,4298,1
1696,5927,6
1697,6658,3
1698,1610,1
1699,3754,5
1700,4534,3
1701,2825,6
1702,1779,1
1703,3483,6
1704,1820,1
1705,5573,2
1706,7540,6
1707,4719,2
1708,2392,7
1709,2258,5
1710,4130,2
1711,6721,2
1712,8247,2
1713,5049,2
1714,2219,1
1715,3830,2
1716,2082,3
1717,6402,3
1718,4612,6
1719,2089,2
1720,1713,1
1721,6778,3
1722,6585,1
1723,4895,1
1724,7662,2
1725,5368,3
1726,4928,1
1727,8138,4
1728,6530,2
1729,10439,3
1730,2158,1
1731,8846,1
1732,3554,2
1733,4421,3
1734,6561,2
1735,4041,2
1736,2988,1
1737,5670,3
1738,6271,6
1739,2094,3
1740,4782,4
1741,5504,1
1742,8831,2
1743,6276,4
1744,5701,1
1745,4659,1
1746,8464,3
1747,7661,6
1748,1324,5
1749,2040,1
1750,6649,6
1751,5173,1
1752,3306,6
1753,1981,2
1754,6306,6
1755,7754,2
1756,2936,2
1757,5427,4
1758,1778,1
1759,1782,1
1760,6397,6
1761,10100,1
1762,5361,3
1763,5315,5
1764,7645,4
1765,5227,3
1766,5528,6
1767,8882,1
1768,7211,2
1769,7103,7
1770,5414,6
1771,8944,4
1772,5003,6
1773,4249,2
1774,5433,5
1775,8655,2
1776,4290,2
1777,2568,6
1778,2878,5
1779,2294,2
1780,4802,2
1781,7660,1
1782,5307,4
1783,3336,2
1784,2449,5
1785,8893,5
1786,3714,1
1787,1945,1
1788,3466,2
1789,4984,6
1790,3081,4
1791,2716,2
1792,4852,7
1793,1431,5
1794,4129,2
1795,10748,2
1796,4863,6
1797,8740,3
1798,4981,2
1799,2127,1
1800,3447,5
1801,5705,4
1802,4731,3
1803,1992,1
1804,7005,2
1805,1920,2
1806,2042,4
1807,4711,3
1808,9221,1
1809,3303,3
1810,4836,2
1811,6034,4
1812,9419,3
1813,5668,6
1814,5676,1
1815,3259,2
1816,6761,4
1817,4667,1
1818,6366,5
1819,4152,5
1820,7028,5
1821,4374,5
1822,8049,4
1823,4345,1
1824,3597,4
1825,6840,2
1826,7844,3
1827,1876,5
1828,8960,1
1829,5865,1
1830,6584,2
1831,2167,1
1832,5731,1
1833,6259,1
1834,1923,2
1835,5135,1
1836,7840,2
1837,1711,1
1838,5759,3
1839,7442,6
1840,4619,2
1841,4923,3
1842,3713,6
1843,2653,2
1844,1878,2
1845,5489,2
1846,3369,4
1847,7324,4
1848,4124,3
1849,4485,4
1850,3143,1
1851,5171,2
1852,6762,5
1853,2694,2
1854,2161,2
1855,5031,5
1856,6051,6
1857,6180,2
1858,3349,2
1859,2249,2
1860,3393,3
1861,1976,4
1862,5117,1
1863,6014,3
1864,3496,5
1865,4353,6
1866,7062,3
1867,2065,5
1868,5694,1
1869,6799,5
1870,5148,3
1871,8259,1
1872,2998,1
1873,2721,2
1874,3693,4
1875,5892,1
1876,2303,1
1877,5833,3
1878,4549,4
1879,2868,5
1880,1902,3
1881,2152,2
1882,3348,4
1883,2944,6
1884,5669,5
1885,3460,4
1886,3502,1
1887,3963,2
1888,4756,5
1889,5907,1
1890,4640,4
1891,5166,5
1892,2986,4
1893,6732,3
1894,3477,6
1895,4778,2
1896,6062,3
1897,2090,2
1898,2634,1
1899,2228,3
1900,6183,6
1901,2843,2
1902,8676,5
1903,5737,2
1904,4730,6
1905,6998,3
1906,10249,1
1907,4607,2
1908,5385,2
1909,8205,1
1910,7344,3
1911,5348,2
1912,4477,2
